name,schedule,alternate_url,published_at,salary_from,salary_to,salary_currency,city,company,exp_level,requirement,responsibility
Стажер риск-аналитик,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131665376,2026-03-30T13:36:51+0300,,,,Москва,АО «ОТП Банк» (JSC «OTP Bank»),Нет опыта,...ВПР) и Power Point. Владеешь SQL на базовом уровне и знаешь основы работы с СУБД. Будет преимуществом базовое знание <highlighttext>Python</highlighttext>.,"Отдел анализа портфеля кредитных карт. Подразделение оценивает эффективность правил кредитования и моделей скоринга, разрабатывает и тестирует новые подходы к принятию..."
Инженер-программист,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/130661485,2026-03-18T14:33:10+0300,,100000.0,RUR,Москва,Кадровое агентство Аспект,Нет опыта,Опыт коммерческой разработки. Владение основными принципами структурного и объективно-ориентированного программирования. Владение основными принципами проектирования информационных систем и реляционных баз...,"Настройка и администрирование физических и виртуальных серверов, сетевого оборудования. Разработка проектов АСУ ТП, составление спецификаций. Составление мнемосхем для SCADA систем..."
PHP-программист,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131311557,2026-03-17T16:04:06+0300,80000.0,130000.0,RUR,Москва,Флекскор,Нет опыта,Опыт работы с Git. Опыт работы с Node.js как преимущество. Знание <highlighttext>Python</highlighttext> и Unix систем как преимущество. Работа в ОС...,Написание новых программных модулей. Поддержка текущего функционала.
Инженер-программист (44о),"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/130231584,2026-03-31T16:14:55+0300,,115000.0,RUR,Москва,Корпорация Комета,Нет опыта,"Базовое знание Linux, C/C++, <highlighttext>Python</highlighttext>, JavaScript, HTML. Образование: бакалавриат. Знание ОС Linux, iDE по направлению, знание офисного ПО.","Разработка ПО, разработка программной документации."
Стажер Бизнес-аналитик ВТБ Юниор,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/130806994,2026-03-25T22:45:59+0300,81000.0,81000.0,RUR,Москва,Changellenge,Нет опыта,"Имеешь базовые знания SQL и/или <highlighttext>Python</highlighttext> (уверенные навыки будут преимуществом). Умеешь работать с большими объемами информации, анализировать ее качество. ","Анализ клиентского пути, сбор обратной связи, организация опросов и исследование клиентского опыта. Подготовка управленческой, финансовой и аналитической отчетности для руководства. "
Старший инженер,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/129293842,2026-03-23T08:42:10+0300,80000.0,,RUR,Москва,Научно-производственное предприятие Торий,Нет опыта,"...3D (или аналоги), Mathcad. Преимуществом является владение языком программирования <highlighttext>Python</highlighttext>, но не обязательно. Базовые знания вакуумной техники и технологии...","Работа с вакуумным оборудованием. Реализация различных экспериментальных работ, связанных с вакуумной техникой и технологией. Выполнение масс-спектрометрических исследований. "
Младший инженер по запуску робототехнических систем,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131316078,2026-03-17T17:39:05+0300,,,,Москва,X5 Tech,Нет опыта,"Начальные навыки программирования на любом языке (<highlighttext>Python</highlighttext>, C++ и т.п.) и готовность освоить работу с REST API. ",Участвовать в пуско-наладочных работах (ПНР) робототехнических комплексов (от монтажа до сдачи объекта заказчику). Помогать в настройке сетевого подключения роботов...
Техник по эксплуатации парка развлечений,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131305403,2026-03-17T14:12:57+0300,85000.0,90000.0,RUR,Москва,Альфа Квест,Нет опыта,Желание работать и продвигаться в этом направлении. -Навыки работы с ардуино/raspberry и написание кода на c++ и <highlighttext>python</highlighttext> будет...,"Мелкий бытовой ремонт в порядке эксплуатации. -Ремонт реквизита и механизмов. -Прошивка контроллеров, настройка электроники. -Закупка и учёт материалов, инструментов."
"Разработчик (системный аналитик, тестировщик) бортовых алгоритмов управления","{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/122220379,2026-04-12T11:39:55+0300,,,,Москва,НПО ЛАВОЧКИНА,Нет опыта,Высшее (неоконченное) техническое образование.,...архитектуры программного обеспечения космического аппарата (КА). Разработка методик тестирования программного обеспечения КА. Функциональное тестирование программного обеспечения КА (автотесты на <highlighttext>Python</highlighttext>).
IT Data Asset Intern / Стажер-менеджер по управлению данными,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/130324508,2026-04-12T14:00:00+0300,100000.0,,RUR,Москва,Procter & Gamble,Нет опыта,Владеешь английским языком на уровне Upper-Intermediate (B2) и выше. Имеешь навыки программирования на <highlighttext>Python</highlighttext> и SQL. ,"Узнать, как управлять большими объемами данных, обеспечивая их актуальность и точность. Использовать инструменты, такие как <highlighttext>Python</highlighttext> и Power BI, для..."
Стажер финансовый аналитик ВТБ Юниор,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/130797540,2026-03-25T13:58:08+0300,81000.0,81000.0,RUR,Москва,Банк ВТБ (ПАО),Нет опыта,Владеешь продвинутыми навыками MS Excel и MS PowerPoint для подготовки презентаций и анализа данных. Знаешь математические и статистические методы в...,"Мы занимаемся анализом расходов и финансовых показателей банка, формированием мероприятий по рационализации бюджета и контролем эффективности использования ресурсов, участвуем в..."
Аналитик (Речевая аналитика),"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/130961934,2026-03-31T14:48:16+0300,,,,Москва,АО «ОТП Банк» (JSC «OTP Bank»),Нет опыта,"Логическое мышление, базовое понимание алгоритмов и структур данных. Excel, SQL и <highlighttext>Python</highlighttext> — на среднем уровне. Готовность разбираться в новых технологиях...",Анализ диалогов операторов с помощью речевой аналитики. Автоматическая оценка качества разговоров и их суммаризация. Определение тематик диалогов. Настройка и развитие...
Младший специалист по автоматизации ALM-рисков,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131856922,2026-04-06T10:10:56+0300,,,,Москва,Московский Кредитный Банк,Нет опыта,Оконченное/неоконченное высшее образование. Базовые знания и навыки <highlighttext>Python</highlighttext> и SQL. Опыт разработки на <highlighttext>Python</highlighttext> как преимущество.,Участие в автоматизации расчета метрик процентного риска банковской книги и риска ликвидности. Подготовка отчетов по процентному риску и риску ликвидности. 
Стажёр-разработчик (Machine Learning),"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131265790,2026-03-16T15:46:00+0300,,,,Москва,Яндекс,Нет опыта,Знание классических алгоритмов и структур данных. Умение писать код на <highlighttext>Python</highlighttext>. Знание основных методов машинного обучения. Иметь теоретические знания в...,
Техник / Technical Assistant (Центр ИИ),"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131033648,2026-03-31T17:16:27+0300,,,,Москва,The Skolkovo Institute of Science and Technology,Нет опыта,Базовые знания любого языка программирования (<highlighttext>Python</highlighttext>/C++ приветствуются). Общее представление о компьютерном зрении и робототехнике (на уровне курсов / хобби-проектов). ,"Подготовка и тестирование сенсоров: установка драйверов, настройка драйверов для новых камер и лидаров. Прошивка и базовая настройка embedded-устройств (NVIDIA..."
"Стажер Data Analyst в продукт SKAI [Big Data, МТС Веб Сервисы]","{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131678944,2026-03-30T18:12:15+0300,,,,Москва,МТС,Нет опыта,"В том числе Студенты 3 и 4 курсов бакалавриата, специалитета или магистратуры. Начальные знания <highlighttext>Python</highlighttext>. Начальные знания SQL. ",Аналитика и обработка сырых данных с датчиков автомобилей сотрудничество с бизнес заказчиками. Уточнение требований. Анализ существующего алгоритма определения уровня топлива. 
Преподаватель по биоинформатике,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131245522,2026-03-16T10:48:20+0300,,,,Москва,Генотек,Нет опыта,"Опыт работы с современными инструментами биоинформатики (<highlighttext>Python</highlighttext>/R, Linux, анализ NGS-данных, базы данных). Готовность к преподавательской деятельности: умение объяснять...","Проведением лекций и практических занятий по биоинформатике для студентов магистерских программ. Подготовкой материалов к занятиям (презентаций, заданий, тестов, домашних работ). "
Senior Monitoring Engineer,"{'id': 'remote', 'name': 'Удаленная работа'}",https://hh.ru/vacancy/131966814,2026-04-08T19:20:57+0300,,,,Москва,Lenkep recruitment,Нет опыта,"Логирование: Fluent Bit, Kafka, Vector, Loki / Elasticsearch. Опыт с VPN (OpenVPN, IKEv2, XRay). <highlighttext>Python</highlighttext> или Go. GitOps: Helm, Terraform...","Разработка, внедрение и развитие системы мониторинга и observability для распределённой инфраструктуры (VPN, контейнеры, облака). Настройка и поддержка мониторинга Kubernetes/Docker..."
Стажер направления страхового рынка,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131552506,2026-03-25T18:02:46+0300,,,,Москва,Центральный банк Российской Федерации (Банк России),Нет опыта,"Обладаете знаниями в области актуарной математики, статистики и теории вероятностей (будет преимуществом). Желательно, если знаете <highlighttext>Python</highlighttext>, SQL, VBA. ","Анализировать состояние российского страхового рынка, выявлять ключевые проблемы и подготавливать предложения по его совершенствованию. Проводить исследование международной практики регулирования и..."
Стажер/финансовый аналитик ВТБ Юниор,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/130807080,2026-03-25T22:46:18+0300,81000.0,81000.0,RUR,Москва,Changellenge,Нет опыта,"Понимаешь основы финансового учета, бюджетирования, корпоративной отчетности. Владеешь <highlighttext>Python</highlighttext>, VBA, SQL или R для анализа данных. Разбираешься в эконометрике и...",Анализ бюджета сети продаж и оптимизация расходов. Развитие автоматизированной отчетности и контроль качества внутренних сервисов. Развитие инструментов управленческой финансовой аналитики. 
Стажер-инженер по автоматизированному тестированию,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131245105,2026-03-23T14:36:11+0300,,,,Москва,Цитадель,Нет опыта,Знание основ построения Сетей передачи данных и стека протоколов TCP/IP. Умение работать с <highlighttext>Python</highlighttext> на базовом уровне. ,Проведение автотестирования программных решений.
Системный инженер - стажёр (направление спутниковой связи),"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/130542449,2026-03-19T19:10:27+0300,,,,Москва,БЮРО 1440,Нет опыта,"Неоконченное высшее/высшее образование по инженерной специальности (телеком, радиотехника, системная инженерия и т.п.). Интерес к телеком/радиотехнике и инженерному...","Запускать написанные в MATLAB модели и обрабатывать данные на <highlighttext>Python</highlighttext>. Делать понятные артефакты по результатам исследования: краткие аналитические записки, справки..."
Дата инженер (ученик),"{'id': 'remote', 'name': 'Удаленная работа'}",https://hh.ru/vacancy/131991733,2026-04-09T14:15:39+0300,85000.0,,RUR,Москва,Aston,Нет опыта,Законченное высшее или среднее специальное профильное образование. Готовность пройти стажировку в компании ASTON.,Онлайн-интенсив 1 месяц. Вы изучаете теорию и отрабатываете ее с помощью практических заданий. Обучение на онлайн-интенсиве можно совмещать...
Начинающий инженер - программист low-code (зарубежное направление English C1),"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/130900761,2026-04-10T19:21:38+0300,50000.0,,RUR,Москва,Клеверенс Софт,Нет опыта,"Базовые навыки программирования (приветствуются C#, <highlighttext>Python</highlighttext>, Java или 1С). Интеграция с учетными системами (<highlighttext>Python</highlighttext>, C# и другие). ","Участие в разработке и тестирование коробочных и проектных решений для товарного учета (магазины, склады, производства) под индустриальные мобильные устройства (Android..."
Стажер (отдел Исследований и Разработок: Цифровизация),"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131799080,2026-04-02T23:08:21+0300,,100000.0,RUR,Москва,Мон’дэлис Русь,Нет опыта,"Работа с данными – статистический анализ (MiniTab и аналоги, и/или каталоги для работы с данными <highlighttext>Python</highlighttext>). Построение моделей на основе...",Исследовать изнутри процесс от идеи до создания финальной рецептуры продукта;​. Принимать участие в проекте по цифровизации процессов и документов в...
Тестировщик систем инженерной автоматизации,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131202976,2026-04-10T09:59:47+0300,,,,Москва,Ридан Трейд,Нет опыта,"Опыт программирования автоматики (FBD, панели оператора, <highlighttext>Python</highlighttext>). Знакомство с интерфейсами и сетевыми протоколами (Ethernet, RS-485). Опыт работы с инструментами...","Разработка методик и сценариев тестирования систем автоматизации на встроенном ПО, а также связанных десктоп и мобильных приложений. Проведение тестирования – в..."
Дата инженер (стажер),"{'id': 'remote', 'name': 'Удаленная работа'}",https://hh.ru/vacancy/132031679,2026-04-10T16:08:45+0300,85000.0,,RUR,Москва,Aston,Нет опыта,Хорошее понимание баз данных SQL и NoSQL. Базовое знание языка <highlighttext>Python</highlighttext>. Законченное высшее или среднее специальное профильное образование. ,Онлайн-интенсив 4 недели (1 месяц). Вы изучаете теорию и отрабатываете ее с помощью практических заданий. Обучение на онлайн-интенсиве...
Аналитик в дирекцию розничных продаж,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131810538,2026-04-03T10:43:34+0300,,,,Москва,ВсеИнструменты.ру,Нет опыта,"1. Аналитический склад ума. 2. Знание Excel, знание <highlighttext>Python</highlighttext> будет преимуществом. 3. Пространственное мышление. 4. Знание процессов в розничном ритейле. ",1. Поддержание и развитие действующих проектов регионов. 2. Анализ показателей по выручке . 3. Разработка финансовых моделей для проведения MVP. 4. 
Traffic Researcher / Traffic Acquisition Analyst / Медиабайер,"{'id': 'remote', 'name': 'Удаленная работа'}",https://hh.ru/vacancy/132010419,2026-04-10T08:29:42+0300,500.0,,USD,Москва,MSTech L.L.C-FZ,Нет опыта,"У вас технический склад ума. Вы уже самостоятельно реализовывали проекты (не важно какие - важно, что делали сами). Вы умеете искать...","Искать и исследовать новые источники трафика. Анализировать платформы, форматы, подходы и гипотезы. Тестировать идеи и фиксировать результаты. Работать с аналитикой..."
Стажер команды риск-менеджмента,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131675344,2026-03-30T16:39:16+0300,,85000.0,RUR,Москва,Changellenge,Нет опыта,"Глубоко знаешь MS Word, MS Excel (включая опыт работы с VBA), имеешь опыт работы с <highlighttext>Python</highlighttext>, SQL. Знаешь финансовые продукты...",Разработка моделей количественной оценки рыночного риска ценных бумаг и деривативов. Анализ новых продуктов и инициатив корпоративно-инвестиционного бизнеса в части...
Стажер-разработчик бэкенда,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131263654,2026-03-16T15:11:56+0300,,,,Москва,Яндекс,Нет опыта,Что нужно уметь: — Разбираться в алгоритмах и классических структурах данных.,"Разрабатывают сервис для автономного такси и роботов‑доставщиков. — Если вы участвовали в учебных или реальных проектах, хакатонах и олимпиадах по..."
Помощник преподавателя / Преподаватель по Инженерии / Программированию / 3Д-Моделированию,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131434288,2026-04-11T15:05:14+0300,80000.0,110700.0,RUR,Москва,Эра Инженеров,Нет опыта,Готовность пройти обязательное обучение. Знание современных активностей и игр для детей. Ответственность и организованность. Опыт работы преподавателем/вожатым/аниматором приветствуется...,"Проведение инженерных занятий по готовой методике. Подготовка к занятиям, включая сборку учебных материалов и изучение теоретических основ. Обеспечение безопасного и..."
Практикант/Консультант в Отдел управления рисками в финансовом секторе,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/128494169,2026-04-04T18:15:07+0300,,,,Москва,Технологии Доверия,Нет опыта,"Готов(-а) работать full time. Уверенно владеешь Microsoft Excel, PowerPoint и Word. Навыки работы в SQL, <highlighttext>Python</highlighttext> будут преимуществом.","Внедрять методологию управления кредитным риском и риском управления данными, повышать эффективность процессов, формировать уникальные рекомендации, которые изменяют реальную деятельность наших..."
Java разработчик (ученик),"{'id': 'remote', 'name': 'Удаленная работа'}",https://hh.ru/vacancy/132024057,2026-04-10T13:13:57+0300,60000.0,,RUR,Москва,Aston,Нет опыта,"Прошли курсы, но не хватает опыта для трудоустройства? Законченное высшее или среднее специальное (профильное) образование. Базовые знания Java. ",
Инженер/Инженер 2 категории бортового программного обеспечения (НПЦАП им. Н.А. Пилюгина),"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131818086,2026-04-03T13:14:59+0300,88000.0,120000.0,RUR,Москва,РОСКОСМОС,Нет опыта,"Знания языка программирования C/С++, а также в <highlighttext>Python</highlighttext>. Готовность к оформлению формы допуска! Навыки работы в OC Linux LibreOffice. ","Подготовка заключений и отчетов. Разработка автономных программ навигации, наведения, расчета ПЗ и вспомогательных программ на языках C/С++, <highlighttext>Python</highlighttext>."
Системный аналитик (ученик),"{'id': 'remote', 'name': 'Удаленная работа'}",https://hh.ru/vacancy/132022507,2026-04-10T12:40:01+0300,60000.0,,RUR,Москва,Aston,Нет опыта,"Обязательное требование — законченное высшее или среднее специальное образование. Для тех, у кого нет навыков в этой сфере. Для тех, у...",На каждой ступени вы изучаете теорию и отрабатываете ее с помощью практических заданий. Изучение теории с еженедельными проверками изученного материала. 
"Главный инженер по сопровождению ПАК УЦ (""Сервисы"" и безопасность)","{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131974221,2026-04-09T09:00:40+0300,,,,Москва,СБЕР,Нет опыта,"Навыки автоматизации на любом скриптовом языке (bash, powershell, <highlighttext>python</highlighttext> и пр.) или любом другом языке программирования. Знание инструментов мониторинга (Zabbix...","Развертывание и настройка тестовых стендов, помощь коллегам в настройке промышленных сред. Настройка мониторинга тестовых стендов. Участие в релизном цикле продукта..."
Специалист 1 разряда отдела контроля технологических процессов,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131241814,2026-03-16T10:00:20+0300,60000.0,65000.0,RUR,Москва,Межрегиональная инспекция Федеральной налоговой службы по централизованной обработке данных № 2,Нет опыта,"Базовые знания <highlighttext>Python</highlighttext> и опыт работы с Git. Готовность учиться и развиваться в сфере backend-разработки. Внимательность к деталям, ответственность...","Участие в разработке и сопровождении серверной части веб-приложений ФНС России. Обработка и анализ данных, взаимодействие с базами данных. "
Методолог по информационной безопасности,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131491232,2026-03-24T09:09:13+0300,375000.0,,RUR,Москва,"Алабуга, ОЭЗ ППТ",Нет опыта,"Знание профессиональной терминологии: ПДн, НЦКИ, ГосСОПКА, КИИ, обучение ИБ, ОРД по ИБ, ВНД по ИБ, 149-ФЗ, 152-ФЗ, 187...",Подготовка методологической базы и проведение работ по ПДн рамках 152-ФЗ. Категорирование КИИ. Участие в аудите по требованиям 152-ФЗ...
Специалист по внутреннему аудиту (стажёр),"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131492383,2026-03-24T09:28:17+0300,,,,Москва,Яндекс,Нет опыта,"Уверенно владеете Excel (работа с таблицами, сводные данные) и PowerPoint; знание SQL или <highlighttext>Python</highlighttext> будет преимуществом. Обладаете критическим мышлением и...","Команда занимается обеспечением надежности бизнес-процессов и их соответствием требованиям. В фокусе внимания — проведение аудита, ревизий и проверок различных направлений..."
Преподаватель цифровых технологий,"{'id': 'flexible', 'name': 'Гибкий график'}",https://hh.ru/vacancy/131961531,2026-04-08T16:25:55+0300,50000.0,100000.0,RUR,Москва,Нисторенко Габриел,Нет опыта,Высшее / неоконченное высшее образование в сфере информационных технологий. Профессиональное владение одним из языков программирования.,Транслирование программ КиберШколы по методическим материалам и передача практического опыта для детей 7- 15 лет. Адаптация модулей под особенности группы...
Помощник архитектора по кибербезопасности,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131479827,2026-03-23T17:02:49+0300,112500.0,,RUR,Москва,"Алабуга, ОЭЗ ППТ",Нет опыта,"Понимание основных угроз информационной безопасности и мер по их предотвращению. Базовые или уверенные знания <highlighttext>Python</highlighttext> для написания скриптов, обработки данных...","Документирование выявленных уязвимостей. Написание и поддержка скриптов на <highlighttext>Python</highlighttext> для автоматизации сбора данных, генерации отчетов, взаимодействия с API систем ИБ. "
Репетитор по Информатике (Готовая программа),"{'id': 'remote', 'name': 'Удаленная работа'}",https://hh.ru/vacancy/129209222,2026-04-11T09:24:38+0300,60000.0,120000.0,RUR,Москва,Умскул Репетиторы,Нет опыта,Проводить диагностику знаний с новыми клиентами. Творческий и гибкий подход в репетиторстве. Успешный опыт репетиторства и подготовки к ЕГЭ и...,"Собственная платформа с интерактивной доской, готовой базой материалов и презентаций для занятий. Вести регулярные занятия на платформе. Адаптировать программы курса..."
Преподаватель IT-направлений для детей и подростков в онлайн-школу,"{'id': 'remote', 'name': 'Удаленная работа'}",https://hh.ru/vacancy/131369443,2026-04-12T09:55:23+0300,20000.0,70000.0,RUR,Москва,Компьютерная школа IT-Compot,Нет опыта,"Мы ожидаем от кандидата:  Технический бэкграунд: владение хотя бы одним из профильных инструментов (Scratch, Construct 3, <highlighttext>Python</highlighttext>, Godot, Blender, Figma).  ",Проводить онлайн-занятия для детей и подростков (в группах или индивидуально) по одному или нескольким направлениям: Программирование в Scratch. <highlighttext>Python</highlighttext>...
Старший инженер,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/128040812,2026-03-16T09:13:27+0300,70000.0,,RUR,Москва,Научно-производственное предприятие Торий,Нет опыта,"Знание на базовом уровне SolidWorks (или аналоги). Компас 3D (или аналоги), Mathcad. Преимуществом является владение языком программирования <highlighttext>Python</highlighttext>.","Работа с вакуумным оборудованием. Реализация экспериментальных исследований, связанных с вакуумной техникой и технологией электровакуумного приборостроения. Выполнение масс-спектрометрических исследований. "
Старший технический продакт менеджер в IDM,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131209333,2026-04-09T16:35:15+0300,,,,Москва,Яндекс,Нет опыта,"Используете системный подход: умеете декомпозировать задачи, выявлять риски, формировать дорожные карты и работать с метриками. Умеете формировать качественные пользовательские истории...","IDM (Identity Manager) — высоконагруженная платформа управления ролями сотрудников, критичная для работы 130 000+ пользователей и 1000+ внутренних систем..."
Наставник по IT-направлениям в Онлайн-Школу,"{'id': 'remote', 'name': 'Удаленная работа'}",https://hh.ru/vacancy/131475583,2026-04-10T15:34:17+0300,,80000.0,RUR,Москва,Rebotica,Нет опыта,"Возможность работать от 25 часов в неделю. Работа подразумевает онлайн-формат — необходимо наличие рабочего ПК, веб-камеры и микрофона.",Проведение онлайн-занятий по IT-направлениям по готовым методическим материалам школы. Ведение краткой отчётности. Коммуникация с родителями учеников - напомнить о...
Senior Data Scientist,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131551598,2026-03-25T17:30:40+0300,,,,Москва,Страховая компания Сбербанк страхование,Нет опыта,"Опыт работы с <highlighttext>Python</highlighttext> и библиотеками: pytorch, pandas, numpy, SQLAlchemy, Scikit-learn, Matplotlib/Seaborn. Писать поддерживаемый, читаемый код; участвовать в...","Проведение исследовательского анализа данных (EDA) для выявления ключевых метрик и закономерностей, построение моделей. Data-driven подход к разработке. "
Преподаватель программирования и робототехники для детей,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131834917,2026-04-04T10:29:04+0300,15000.0,100000.0,RUR,Москва,Школа программирования и робототехники Пиксель,Нет опыта,"Наличие среднего профессионального или высшего педагогического или технического образования, в том числе студенты. Знание компьютерной техники и прикладных программ. ",Проведение занятий. Участие во внеурочных мероприятиях клуба. Взаимодействие с родителями учеников. Посещение занятий по повышению квалификации. Выполнение требований и поручений...
"Стажер в Управление аудита корпоративно-инвестиционного бизнеса, ВТБ Юниор","{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/129346753,2026-03-16T10:23:54+0300,75000.0,75000.0,RUR,Москва,Банк ВТБ (ПАО),Нет опыта,"Умение понимать финансовую отчетность. Знание основ банковского законодательства, корпоративного права, регулирования рынка финансовых инструментов. Чтение на английском языке. ",Проверка гипотез. Проведение выборочных тестов. Подготовка отчетов с выводами по итогам проведенного анализа. Применение библиотек <highlighttext>Python</highlighttext> для анализа данных (как...
Инженер-электроник / инженер-электронщик,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131707456,2026-03-31T14:47:45+0300,127500.0,,RUR,Москва,"Алабуга, ОЭЗ ППТ",Нет опыта,<highlighttext>Python</highlighttext> / C++ (уровень владения — средний). Bash. ROS1 / ROS2. Docker. Git. Isaac Sim / SITL / Gazebo / Liftoff. ML / DL. ,Участие в разработке алгоритмов и написании программного кода. Подбор датчиков и электронных компонентов для схемы с учетом требований к стоимости...
Senior Python developer (AI Agents),"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131925880,2026-04-07T16:50:30+0300,,,,Москва,СБЕР,Нет опыта,Уверенные знания <highlighttext>Python</highlighttext> и опыт создания продакшн-сервисов на FastAPI / aiohttp / LangGraph. Опыт проектирования и запуска AI- или rule-based...,"Разработка и интеграция AI-агентов на <highlighttext>Python</highlighttext> с использованием современных фреймворков (FastAPI, LangGraph, aiohttp и др.). Анализ требований, формализация функционала..."
Преподаватель ИТ-дисциплин / Педагог дополнительного образования (ИТ и математика),"{'id': 'remote', 'name': 'Удаленная работа'}",https://hh.ru/vacancy/131499196,2026-04-11T11:19:08+0300,90000.0,150000.0,RUR,Москва,АНО ДО Московская школа программистов,Нет опыта,,Реферальную программу.
Java разработчик/Java Developer (стажер),"{'id': 'remote', 'name': 'Удаленная работа'}",https://hh.ru/vacancy/131943544,2026-04-08T10:40:10+0300,60000.0,,RUR,Москва,Aston,Нет опыта,"Понимание принципов ООП, алгоритмов и структур данных. Знание Java Core, основ Java EE (Servlets, JSP). Представление о реляционных базах данных...",Подготовка к собеседованиям и самопрезентации.
Архитектор по кибербезопасности,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131544994,2026-03-25T14:56:03+0300,375000.0,,RUR,Москва,"Алабуга, ОЭЗ ППТ",Нет опыта,"...grey/white box), понимание жизненного цикла уязвимостей (Vulnerability Management). Уверенное знание <highlighttext>Python</highlighttext> для автоматизации задач безопасности, написание скриптов для сканирования.","Выявление, оценка и разработка мер по минимизации рисков ИБ. Разработка скриптов на <highlighttext>Python</highlighttext> для автоматизации процессов аудита и анализа защищенности. "
Стажер отдела поддержки бизнес-приложений,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131658593,2026-03-30T11:44:42+0300,,85000.0,RUR,Москва,Changellenge,Нет опыта,"Имеешь опыт программирования на любом из языков: 1С, <highlighttext>Python</highlighttext>, Java, C#.","Внедрение и запуск интеграционной шины, ETL, CI/CD, DataQuality. Поддержка бизнес-приложений (фронтовых, интеграционных и бэк-офисных)."
Педагог-наставник робототехники и программирования,"{'id': 'flexible', 'name': 'Гибкий график'}",https://hh.ru/vacancy/131436874,2026-04-04T17:02:16+0300,30000.0,80000.0,RUR,Москва,Геккон-фабрика,Нет опыта,"Умеет объяснить закон Ома или логику цикла for так, чтобы у ребенка загорелись глаза. Терпеть не может «бумажную» работу и...","Наставничество: Вести группы детей по направлениям робототехники, схемотехники и программирования. Инженерный драйв: Помогать ребятам реализовывать их первые технические проекты. "
Преподаватель программирования в IT-Школу для детей KIBERone,"{'id': 'fullDay', 'name': 'Полный день'}",https://hh.ru/vacancy/131404857,2026-03-20T09:34:40+0300,36000.0,70000.0,RUR,Москва,Костин Антон Станиславович,Нет опыта,Высшее или неоконченное высшее образование в сфере IT. Владение хотя бы одним языком программирования. Любовь к детям и умение объяснять...,Проводить занятия по готовым методическим материалам KIBERone. Передавать детям практические IT-навыки и вдохновлять на развитие. Адаптировать модули под уровень...
